paper_id,doi,title,metadata_tier,acquisition_status,pdf_path,sampling_stratum,annotator,identity_correct,host_relation,target_product_correct,primary_research,engineering_intervention_present,experimental_validation_present,eligibility_label,relevance_grade,annotation_confidence,notes
paper_c60c8edbc1a234e3,10.1016/j.procbio.2011.11.009,Effect of gene knockouts of l-tryptophan uptake system on the production of l-tryptophan in Escherichia coli,tier_2_supporting_engineering,not_planned,,tier_2_supporting_engineering,B,,,,,,,,,,
paper_03dd36f26a42ca9e,10.33545/26649926.2025.v7.i8d.663,Metabolic engineering of Escherichia coli for enhanced production of L-tryptophan,tier_2_supporting_engineering,not_planned,,tier_2_supporting_engineering,A,,,,,,,,,,
paper_03dd36f26a42ca9e,10.33545/26649926.2025.v7.i8d.663,Metabolic engineering of Escherichia coli for enhanced production of L-tryptophan,tier_2_supporting_engineering,not_planned,,tier_2_supporting_engineering,B,,,,,,,,,,
paper_583181becabee0cb,10.1016/j.bej.2024.109360,"Advances in the metabolic engineering of Escherichia coli for the production of serotonin and its precursor, tryptophan",tier_2_supporting_engineering,not_planned,,tier_2_supporting_engineering,A,,,,,,,,,,
paper_583181becabee0cb,10.1016/j.bej.2024.109360,"Advances in the metabolic engineering of Escherichia coli for the production of serotonin and its precursor, tryptophan",tier_2_supporting_engineering,not_planned,,tier_2_supporting_engineering,B,,,,,,,,,,
paper_91edf849b875bcae,10.1080/21655979.2019.1592417,Central metabolic pathway modification to improve L-tryptophan production in Escherichia coli,tier_2_supporting_engineering,not_planned,,tier_2_supporting_engineering,A,,,,,,,,,,
paper_91edf849b875bcae,10.1080/21655979.2019.1592417,Central metabolic pathway modification to improve L-tryptophan production in Escherichia coli,tier_2_supporting_engineering,not_planned,,tier_2_supporting_engineering,B,,,,,,,,,,
paper_7c1fd1d37ef03845,10.1007/bf00134901,Enhancement of tryptophan production by Escherichia coli as an application of genetic engineering,tier_2_supporting_engineering,not_planned,,tier_2_supporting_engineering,A,,,,,,,,,,
paper_7c1fd1d37ef03845,10.1007/bf00134901,Enhancement of tryptophan production by Escherichia coli as an application of genetic engineering,tier_2_supporting_engineering,not_planned,,tier_2_supporting_engineering,B,,,,,,,,,,
paper_a0ebd4f4a93e44f9,10.1128/jb.91.4.1494-1508.1966,Distribution and Function of Genes Concerned with Aromatic Biosynthesis in Escherichia coli,tier_3_mechanistic,not_planned,,tier_3_mechanistic,A,,,,,,,,,,
paper_a0ebd4f4a93e44f9,10.1128/jb.91.4.1494-1508.1966,Distribution and Function of Genes Concerned with Aromatic Biosynthesis in Escherichia coli,tier_3_mechanistic,not_planned,,tier_3_mechanistic,B,,,,,,,,,,
paper_f315a5bed9777365,10.1111/j.1462-2920.2006.01143.x,Temporal gene‐expression in Escherichia coli K‐12 biofilms,tier_3_mechanistic,not_planned,,tier_3_mechanistic,A,,,,,,,,,,
paper_f315a5bed9777365,10.1111/j.1462-2920.2006.01143.x,Temporal gene‐expression in Escherichia coli K‐12 biofilms,tier_3_mechanistic,not_planned,,tier_3_mechanistic,B,,,,,,,,,,
paper_01e86be84a14eb29,10.1128/jb.104.1.177-188.1970,Formation of Aromatic Amino Acid Pools in Escherichia coli K-12,tier_3_mechanistic,not_planned,,tier_3_mechanistic,A,,,,,,,,,,
paper_01e86be84a14eb29,10.1128/jb.104.1.177-188.1970,Formation of Aromatic Amino Acid Pools in Escherichia coli K-12,tier_3_mechanistic,not_planned,,tier_3_mechanistic,B,,,,,,,,,,
paper_00d4498e8104347a,10.1007/s13213-012-0419-6,Effect of feeding strategy on l-tryptophan production by recombinant Escherichia coli,tier_3_mechanistic,not_planned,,tier_3_mechanistic,A,,,,,,,,,,
paper_00d4498e8104347a,10.1007/s13213-012-0419-6,Effect of feeding strategy on l-tryptophan production by recombinant Escherichia coli,tier_3_mechanistic,not_planned,,tier_3_mechanistic,B,,,,,,,,,,
paper_ecf200739811f4c2,10.1073/pnas.1108434108,The main auxin biosynthesis pathway in Arabidopsis,tier_3_mechanistic,not_planned,,tier_3_mechanistic,A,,,,,,,,,,
paper_ecf200739811f4c2,10.1073/pnas.1108434108,The main auxin biosynthesis pathway in Arabidopsis,tier_3_mechanistic,not_planned,,tier_3_mechanistic,B,,,,,,,,,,
paper_8326a57e530da2fb,10.1126/science.6353574,Expression of Naphthalene Oxidation Genes in Escherichia coli Results in the Biosynthesis of Indigo,tier_3_mechanistic,not_planned,,tier_3_mechanistic,A,,,,,,,,,,
paper_8326a57e530da2fb,10.1126/science.6353574,Expression of Naphthalene Oxidation Genes in Escherichia coli Results in the Biosynthesis of Indigo,tier_3_mechanistic,not_planned,,tier_3_mechanistic,B,,,,,,,,,,
paper_71ab13883b209e28,10.1016/j.ymben.2024.09.008,Architecting a transcriptional repressor-based genetic inverter for tryptophan derived pathway regulation in Escherichia coli,tier_3_mechanistic,not_planned,,tier_3_mechanistic,A,,,,,,,,,,
paper_71ab13883b209e28,10.1016/j.ymben.2024.09.008,Architecting a transcriptional repressor-based genetic inverter for tryptophan derived pathway regulation in Escherichia coli,tier_3_mechanistic,not_planned,,tier_3_mechanistic,B,,,,,,,,,,
paper_20af2b92a6a7f562,10.21519/0234-2758-2016-2-11-42,Metabolic Engineering of Escherichia coli for L-tryptophan Producing,tier_3_mechanistic,not_planned,,tier_3_mechanistic,A,,,,,,,,,,
paper_20af2b92a6a7f562,10.21519/0234-2758-2016-2-11-42,Metabolic Engineering of Escherichia coli for L-tryptophan Producing,tier_3_mechanistic,not_planned,,tier_3_mechanistic,B,,,,,,,,,,
paper_13dd0223e7ce6d33,10.1128/jb.139.2.393-397.1979,Escherichia coli mutant strain with altered expression of the tryptophan operon: isolation and preliminary characterization,tier_3_mechanistic,not_planned,,tier_3_mechanistic,A,,,,,,,,,,
paper_13dd0223e7ce6d33,10.1128/jb.139.2.393-397.1979,Escherichia coli mutant strain with altered expression of the tryptophan operon: isolation and preliminary characterization,tier_3_mechanistic,not_planned,,tier_3_mechanistic,B,,,,,,,,,,
paper_e1e8bfecbd02c6bc,10.1093/genetics/44.1.105,STUDIES ON A SERIES OF TRYPTOPHAN-INDEPENDENT STRAINS DERIVED FROM A TRYPTOPHAN-REQUIRING MUTANT OF ESCHERICHIA COLI,tier_3_mechanistic,not_planned,,tier_3_mechanistic,A,,,,,,,,,,
paper_e1e8bfecbd02c6bc,10.1093/genetics/44.1.105,STUDIES ON A SERIES OF TRYPTOPHAN-INDEPENDENT STRAINS DERIVED FROM A TRYPTOPHAN-REQUIRING MUTANT OF ESCHERICHIA COLI,tier_3_mechanistic,not_planned,,tier_3_mechanistic,B,,,,,,,,,,
paper_8052e9e906d2fda6,10.1128/jb.139.2.398-403.1979,Escherichia coli mutant strain with altered expression of the tryptophan operon: ribonucleic acid synthesis in vitro,tier_3_mechanistic,not_planned,,tier_3_mechanistic,A,,,,,,,,,,
paper_8052e9e906d2fda6,10.1128/jb.139.2.398-403.1979,Escherichia coli mutant strain with altered expression of the tryptophan operon: ribonucleic acid synthesis in vitro,tier_3_mechanistic,not_planned,,tier_3_mechanistic,B,,,,,,,,,,
paper_0b96108943a6f93d,10.1001/jama.1971.03190200058012,Tryptophan Biosynthesis in Escherichia coli,tier_3_mechanistic,not_planned,,tier_3_mechanistic,A,,,,,,,,,,
paper_0b96108943a6f93d,10.1001/jama.1971.03190200058012,Tryptophan Biosynthesis in Escherichia coli,tier_3_mechanistic,not_planned,,tier_3_mechanistic,B,,,,,,,,,,
paper_2b449ecc024b6a4a,10.1139/g79-029,TRYPTOPHAN-REQUIRING PARENTAL STRAINS YIELD SALMONELLA TYPHIMURIUM × ESCHERICHIA COLI HYBRID RECOMBINANTS WITH FUNCTIONAL TRYPTOPHAN OPERONS,tier_3_mechanistic,not_planned,,tier_3_mechanistic,A,,,,,,,,,,
paper_2b449ecc024b6a4a,10.1139/g79-029,TRYPTOPHAN-REQUIRING PARENTAL STRAINS YIELD SALMONELLA TYPHIMURIUM × ESCHERICHIA COLI HYBRID RECOMBINANTS WITH FUNCTIONAL TRYPTOPHAN OPERONS,tier_3_mechanistic,not_planned,,tier_3_mechanistic,B,,,,,,,,,,
paper_09e1639044037a26,10.1007/s00253-016-7772-5,Rational design and metabolic analysis of Escherichia coli for effective production of L-tryptophan at high concentration,tier_3_mechanistic,not_planned,,tier_3_mechanistic,A,,,,,,,,,,
paper_09e1639044037a26,10.1007/s00253-016-7772-5,Rational design and metabolic analysis of Escherichia coli for effective production of L-tryptophan at high concentration,tier_3_mechanistic,not_planned,,tier_3_mechanistic,B,,,,,,,,,,
paper_bd975e12fa7cf40d,10.1099/00221287-130-12-3091,Factors Affecting the Biosynthesis of L-Tryptophan by Genetically Modified Strains of Escherichia coli,tier_3_mechanistic,not_planned,,tier_3_mechanistic,A,,,,,,,,,,
paper_bd975e12fa7cf40d,10.1099/00221287-130-12-3091,Factors Affecting the Biosynthesis of L-Tryptophan by Genetically Modified Strains of Escherichia coli,tier_3_mechanistic,not_planned,,tier_3_mechanistic,B,,,,,,,,,,
paper_970c7528ecbb36b4,10.1007/bf00170384,Amplification of the tryptophan operon gene in Escherichia coli chromosome to increase l-tryptophan biosynthesis,tier_3_mechanistic,not_planned,,tier_3_mechanistic,A,,,,,,,,,,
paper_970c7528ecbb36b4,10.1007/bf00170384,Amplification of the tryptophan operon gene in Escherichia coli chromosome to increase l-tryptophan biosynthesis,tier_3_mechanistic,not_planned,,tier_3_mechanistic,B,,,,,,,,,,
paper_6175a68127c0fb81,10.1016/j.biortech.2012.02.088,Modification of tryptophan transport system and its impact on production of l-tryptophan in Escherichia coli,tier_3_mechanistic,not_planned,,tier_3_mechanistic,A,,,,,,,,,,
paper_6175a68127c0fb81,10.1016/j.biortech.2012.02.088,Modification of tryptophan transport system and its impact on production of l-tryptophan in Escherichia coli,tier_3_mechanistic,not_planned,,tier_3_mechanistic,B,,,,,,,,,,
paper_80e3c7bd7c68017c,10.1016/s0022-2836(65)80032-8,Studies on the regulation of tryptophan biosynthesis in Escherichia coli,tier_3_mechanistic,not_planned,,tier_3_mechanistic,A,,,,,,,,,,
paper_80e3c7bd7c68017c,10.1016/s0022-2836(65)80032-8,Studies on the regulation of tryptophan biosynthesis in Escherichia coli,tier_3_mechanistic,not_planned,,tier_3_mechanistic,B,,,,,,,,,,
paper_5ac8e45ef6d5c93f,10.1016/j.ymben.2004.06.003,Metabolic design based on a coupled gene expression—metabolic network model of tryptophan production in Escherichia coli,tier_3_mechanistic,not_planned,,tier_3_mechanistic,A,,,,,,,,,,
paper_5ac8e45ef6d5c93f,10.1016/j.ymben.2004.06.003,Metabolic design based on a coupled gene expression—metabolic network model of tryptophan production in Escherichia coli,tier_3_mechanistic,not_planned,,tier_3_mechanistic,B,,,,,,,,,,
paper_ccd18a848f0ae518,10.1016/j.cherd.2018.05.011,In silico optimization of a bioreactor with an E. coli culture for tryptophan production by using a structured model coupling the oscillating glycolysis and tryptophan synthesis,tier_3_mechanistic,not_planned,,tier_3_mechanistic,A,,,,,,,,,,
paper_ccd18a848f0ae518,10.1016/j.cherd.2018.05.011,In silico optimization of a bioreactor with an E. coli culture for tryptophan production by using a structured model coupling the oscillating glycolysis and tryptophan synthesis,tier_3_mechanistic,not_planned,,tier_3_mechanistic,B,,,,,,,,,,
paper_ab98b07a10eabc8c,10.1038/srep29745,Tunable switch mediated shikimate biosynthesis in an engineered non-auxotrophic Escherichia coli,background,not_planned,,background,A,,,,,,,,,,
paper_ab98b07a10eabc8c,10.1038/srep29745,Tunable switch mediated shikimate biosynthesis in an engineered non-auxotrophic Escherichia coli,background,not_planned,,background,B,,,,,,,,,,
paper_3dbec1190a8b2bb6,10.1007/s00253-010-2522-6,Engineering Corynebacterium glutamicum for isobutanol production,background,not_planned,,background,A,,,,,,,,,,
paper_3dbec1190a8b2bb6,10.1007/s00253-010-2522-6,Engineering Corynebacterium glutamicum for isobutanol production,background,not_planned,,background,B,,,,,,,,,,
paper_64aaa720a827c2ed,10.1073/pnas.1506781112,Engineering Escherichia coli coculture systems for the production of biochemical products,background,not_planned,,background,A,,,,,,,,,,
paper_64aaa720a827c2ed,10.1073/pnas.1506781112,Engineering Escherichia coli coculture systems for the production of biochemical products,background,not_planned,,background,B,,,,,,,,,,
paper_d5de6784836888fa,10.1186/1475-2859-4-14,Improvement of Escherichia coli production strains by modification of the phosphoenolpyruvate:sugar phosphotransferase system,background,not_planned,,background,A,,,,,,,,,,
paper_d5de6784836888fa,10.1186/1475-2859-4-14,Improvement of Escherichia coli production strains by modification of the phosphoenolpyruvate:sugar phosphotransferase system,background,not_planned,,background,B,,,,,,,,,,
paper_b936a0ca0860e6b9,10.1186/s12934-014-0126-z,Engineering Escherichia coli to overproduce aromatic amino acids and derived compounds,background,not_planned,,background,A,,,,,,,,,,
paper_b936a0ca0860e6b9,10.1186/s12934-014-0126-z,Engineering Escherichia coli to overproduce aromatic amino acids and derived compounds,background,not_planned,,background,B,,,,,,,,,,
paper_0c12cfc6403c5279,10.1016/j.ymben.2015.08.003,Establishment of a yeast platform strain for production of p-coumaric acid through metabolic engineering of aromatic amino acid biosynthesis,background,not_planned,,background,A,,,,,,,,,,
paper_0c12cfc6403c5279,10.1016/j.ymben.2015.08.003,Establishment of a yeast platform strain for production of p-coumaric acid through metabolic engineering of aromatic amino acid biosynthesis,background,not_planned,,background,B,,,,,,,,,,
paper_18be86015af2b750,10.1128/jb.118.1.41-45.1974,Biosynthesis of Ubiquinone in Escherichia coli K-12: Biochemical and Genetic Characterization of a Mutant Unable to Convert Chorismate into 4-Hydroxybenzoate,background,not_planned,,background,A,,,,,,,,,,
paper_18be86015af2b750,10.1128/jb.118.1.41-45.1974,Biosynthesis of Ubiquinone in Escherichia coli K-12: Biochemical and Genetic Characterization of a Mutant Unable to Convert Chorismate into 4-Hydroxybenzoate,background,not_planned,,background,B,,,,,,,,,,
paper_ed6c513b602c2b7e,10.1016/j.ymben.2018.06.007,Metabolic pathway engineering for high-level production of 5-hydroxytryptophan in Escherichia coli,background,not_planned,,background,A,,,,,,,,,,
paper_ed6c513b602c2b7e,10.1016/j.ymben.2018.06.007,Metabolic pathway engineering for high-level production of 5-hydroxytryptophan in Escherichia coli,background,not_planned,,background,B,,,,,,,,,,
paper_058d4038860ee497,10.1016/j.fbio.2026.109441,Integrated transporter engineering and metabolic flux redistribution for efficient production of 3-fucosyllactose in Escherichia coli,background,not_planned,,background,A,,,,,,,,,,
paper_058d4038860ee497,10.1016/j.fbio.2026.109441,Integrated transporter engineering and metabolic flux redistribution for efficient production of 3-fucosyllactose in Escherichia coli,background,not_planned,,background,B,,,,,,,,,,
paper_93cedcfa926532d7,10.1016/s0003-2697(79)80098-6,A specific method for determination of free tryptophan and endogenous tryptophan in Escherichia coli,background,not_planned,,background,A,,,,,,,,,,
paper_93cedcfa926532d7,10.1016/s0003-2697(79)80098-6,A specific method for determination of free tryptophan and endogenous tryptophan in Escherichia coli,background,not_planned,,background,B,,,,,,,,,,
paper_461051876b2e0ba9,10.1042/bj1230117,Location of aromatic amino acids and helix content in Escherichia coli ribonucleic acid polymerase,background,not_planned,,background,A,,,,,,,,,,
paper_461051876b2e0ba9,10.1042/bj1230117,Location of aromatic amino acids and helix content in Escherichia coli ribonucleic acid polymerase,background,not_planned,,background,B,,,,,,,,,,
paper_3b94e280ae952f51,10.1099/mic.0.064139-0,Indole production by the tryptophanase TnaA in Escherichia coli is determined by the amount of exogenous tryptophan,background,not_planned,,background,A,,,,,,,,,,
paper_3b94e280ae952f51,10.1099/mic.0.064139-0,Indole production by the tryptophanase TnaA in Escherichia coli is determined by the amount of exogenous tryptophan,background,not_planned,,background,B,,,,,,,,,,
paper_d3571441c9245558,10.1093/nar/gkq1143,EcoCyc: a comprehensive database of Escherichia coli biology,background,not_planned,,background,A,,,,,,,,,,
paper_d3571441c9245558,10.1093/nar/gkq1143,EcoCyc: a comprehensive database of Escherichia coli biology,background,not_planned,,background,B,,,,,,,,,,
paper_e0ebb452049943ca,10.1007/s10529-008-9720-7,Comparison between Escherichia coli K-12 strains W3110 and MG1655 and wild-type E. coli B as platforms for xylitol production,background,not_planned,,background,A,,,,,,,,,,
paper_e0ebb452049943ca,10.1007/s10529-008-9720-7,Comparison between Escherichia coli K-12 strains W3110 and MG1655 and wild-type E. coli B as platforms for xylitol production,background,not_planned,,background,B,,,,,,,,,,
paper_ebcab90eb3f80a73,10.1093/genetics/60.1.31,REGULATION OF AROMATIC AMINO ACID BIOSYNTHESIS IN ESCHERICHIA COLI K12,background,not_planned,,background,A,,,,,,,,,,
paper_ebcab90eb3f80a73,10.1093/genetics/60.1.31,REGULATION OF AROMATIC AMINO ACID BIOSYNTHESIS IN ESCHERICHIA COLI K12,background,not_planned,,background,B,,,,,,,,,,
paper_5d3b70a4ce247f32,10.3390/ijms20010020,Dietary l-Tryptophan Supplementation Enhances the Intestinal Mucosal Barrier Function in Weaned Piglets: Implication of Tryptophan-Metabolizing Microbiota,exclude,not_planned,,exclude,A,,,,,,,,,,
paper_5d3b70a4ce247f32,10.3390/ijms20010020,Dietary l-Tryptophan Supplementation Enhances the Intestinal Mucosal Barrier Function in Weaned Piglets: Implication of Tryptophan-Metabolizing Microbiota,exclude,not_planned,,exclude,B,,,,,,,,,,
paper_7b48590c3d511342,10.3389/fcimb.2018.00013,Impact of the Gut Microbiota on Intestinal Immunity Mediated by Tryptophan Metabolism,exclude,not_planned,,exclude,A,,,,,,,,,,
paper_7b48590c3d511342,10.3389/fcimb.2018.00013,Impact of the Gut Microbiota on Intestinal Immunity Mediated by Tryptophan Metabolism,exclude,not_planned,,exclude,B,,,,,,,,,,
paper_1f9feaa125da3f24,10.1093/genetics/122.1.19,A system of shuttle vectors and yeast host strains designed for efficient manipulation of DNA in Saccharomyces cerevisiae.,exclude,not_planned,,exclude,A,,,,,,,,,,
paper_1f9feaa125da3f24,10.1093/genetics/122.1.19,A system of shuttle vectors and yeast host strains designed for efficient manipulation of DNA in Saccharomyces cerevisiae.,exclude,not_planned,,exclude,B,,,,,,,,,,
paper_1a390cd29a4dbc50,10.4137/ijtr.s1022,"Production and Peripheral Roles of 5-HTP, a Precursor of Serotonin",exclude,not_planned,,exclude,A,,,,,,,,,,
paper_1a390cd29a4dbc50,10.4137/ijtr.s1022,"Production and Peripheral Roles of 5-HTP, a Precursor of Serotonin",exclude,not_planned,,exclude,B,,,,,,,,,,
